NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID,tempo_min_minutos,tempo_max_minutos,tempo_min,tempo_max,latitude,longitude,Bairro,bairro
Boali,4.2,29 comentários,"Av. Washington Soares, 85 - Loja 728 - Edson Queiroz, Fortaleza - CE, 60811-341",$$,,restaurante,,,,,,,Edson Queiroz,
"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",4.5,254 comentários,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,"1-2,5 horas",restaurante,,,,,-3.7403644,-38.559135,Parquelândia,
Kina Restaurante,4.1,25 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-350",Restaurante,,restaurante,,,,,-3.7554302,-38.4887659,Edson Queiroz,
Delicias grill,4.5,11 comentários,"Rua Coronel Linhares, 887 - Meireles, Fortaleza - CE, 60170-240",Restaurante,30 min,restaurante,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,Meireles,
Irmão Restaurante,4.3,25 comentários,"Av. Almirante Barroso, 911 - Praia de Iracema, Fortaleza - CE, 60060-440",$,,restaurante,,,,,-3.720039,-38.5148607,Praia De Iracema,
Delícias Grill - José Bonifacio,4.5,497 comentários,"R. Eusébio de Souza, 1410 - José Bonifacio, Fortaleza - CE, 60050-110",$,30 min,restaurante,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,José Bonifacio,
Delicie Do Casal 20,5.0,Um comentário,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante de comida caseira,,restaurante,,,,,-3.7257069,-38.4968321,Meireles,
China Gourmet,4.2,568 comentários,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",$,,restaurante,,,,,-3.7341254,-38.5214597,Centro,
Fortaleza,,,"Shopping Iguatemi - Edson Queiroz, Fortaleza - CE, 60810-350",,,restaurante,,,,,-3.7554302,-38.4887659,Edson Queiroz,
Restaurante,,,"R. Antônio Pompeu, 1710 - Centro, Fortaleza - CE, 60040-000",,,restaurante,,,,,-3.7321575,-38.5386912,Centro,
Centro Cultural Annapurna,4.7,266 comentários,"R. Paracuru, 34 - Centro, Fortaleza - CE, 60055-161",$,"30 min a 1,5 h",restaurante,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7310824,-38.5244166,Centro,
Panelada Vip Restaurante,4.5,24 comentários,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60035-131",Mercado de produtos agrícolas,,restaurante,,,,,-3.7300486,-38.5391596,Centro,
Abaeté Boteco,4.6,746 comentários,"R. Barão de Aracati, 2899 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",$$,,restaurante,,,,,-3.7467458,-38.5163273,Joaquim Távora,Joaquim Távora
Bar & Restaurante,3.4,23 comentários,"Rua Capitão Gustavo - SÃO JOÃO, Fortaleza - CE, 60120-340",Bar,,restaurante,,,,,,,São João,
Fortaleza,,,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",,,restaurante,,,,,-3.7269263,-38.5127401,Meireles,
Maria Clara Self Service,4.6,70 comentários,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,45 min,restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7278305,-38.5266191,Centro,
Restaurante Mariano da Picanha,4.0,1.231 comentários,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,,restaurante,,,,,-3.7247532,-38.5040675,Meireles,
Domino's Pizza,4.3,242 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$,,restaurante,,,,,,,Papicu,
Cora,4.7,709 comentários,"Rua Padre Luís Figueira, 252 - Aldeota, Fortaleza - CE, 60150-120",$$,"30 min a 1,5 h",restaurante,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7325089,-38.5148593,Aldeota,
Choppicanha | Restaurante,4.4,2.502 comentários,"Av. Jovita Feitosa, 191 - Parquelândia, Fortaleza - CE, 60455-410",$$,,restaurante,,,,,-3.7377552,-38.5456464,Parquelândia,
Papudim Bar e Restaurante,4.5,157 comentários,"Praça Pelotas, 38 - Centro, Fortaleza - CE, 60110-210",Bar,,restaurante,,,,,,,Centro,
Restaurante Reginaldo grill,4.4,1.192 comentários,"R. Raimundo Arruda, 516 - Parque Araxá, Fortaleza - CE, 60450-500",Restaurante,,restaurante,,,,,-3.7380103,-38.5512958,Parque Araxá,
Erma Restaurantes e Lanchonetes,3.5,2 comentários,"Av. Visconde do Rio Branco, 3066 - Loja 13 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60055-364",Restaurante self-service,,restaurante,,,,,,,Joaquim Távora,Joaquim Távora
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,609 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"25 min a 1,5 h",restaurante,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7302632,-38.5112711,Aldeota,
Porquilo Self-Service,4.6,1.101 comentários,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",$$,45 min,restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Centro,
Flores RestôBar,,,"R. Xavier de Castro, 68 - Praia de Iracema, Fortaleza - CE, 60060-660",,,restaurante,,,,,-3.7214028,-38.5125811,Praia De Iracema,
Sushi Festas Fortaleza,2.6,5 comentários,"R. Sen. Pompeu - José Bonifacio, Fortaleza - CE, 60025-002",Restaurante asiático,,restaurante,,,,,,,José Bonifacio,
Restaurante Caicó Benfica,4.2,1.841 comentários,"R. Paulino Nogueira, 41 - Benfica, Fortaleza - CE, 60020-270",$$,,restaurante,,,,,-3.7443072,-38.5376805,Benfica,
Fortaleza,,,"Farias Brito, Fortaleza - CE, 60010-730",,,restaurante,,,,,-3.7296496,-38.5430883,Farias Brito,
Point da Tapioca,5.0,3 comentários,"Av. Duque de Caxias, 101 - Bloco B - Centro, Fortaleza - CE, 60035-111",Restaurante fast-food,,restaurante,,,,,,,Centro,
Fone Pizza Restaurante,4.6,1.749 comentários,"Av. Jovita Feitosa, 1152 - Parquelândia, Fortaleza - CE, 60455-410",$$,,restaurante,,,,,-3.7393101,-38.5544242,Parquelândia,
Restaurante,,,"R. Pereira Valente - Meireles, Fortaleza - CE, 60160-250",,,restaurante,,,,,-3.7347987,-38.4892393,Meireles,
"No Alvo Futebol Society, Paintball, Racha, Restaurante Fortaleza",4.4,1.205 comentários,"Av. Comodoro Estácio Brigido, 2263 - Luciano Cavalcante, Fortaleza - CE, 60813-670",Campo de futebol,,restaurante,,,,,-3.777589,-38.4858972,Luciano Cavalcante,
Restaurante Mangostin,4.4,62 comentários,"Av. Beira Mar, 3980 - Loja 1 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante asiático,,restaurante,,,,,,,Mucuripe,
Restaurante Lá Na Roça,4.8,4 comentários,"Rua Capitão Antônio de Aguiar, 41 - Aldeota, Fortaleza - CE, 60115-250",Restaurante,,restaurante,,,,,,,Aldeota,
Restaurante Comida Cazeira,,,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",,,restaurante,,,,,-3.717752,-38.4670871,Cais Do Porto,
Itaparika,,,"Centro, Fortaleza - CE, 60050-080",,,restaurante,,,,,-3.7281287,-38.527412,Centro,
Restaurante,,,"Av. Beira Mar, 2340 - Meireles, Fortaleza - CE, 60165-121",,,restaurante,,,,,,,Meireles,
Domino's Pizza - Praia de Iracema,4.3,78 comentários,"Av. Monsenhor Tabosa, 1101 - Meireles, Fortaleza - CE, 60165-065",$$,20-45 min,restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7240625,-38.5093807,Meireles,
Restaurante Mariano da Picanha,4.0,1.231 comentários,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,,restaurante,,,,,-3.7247532,-38.5040675,Meireles,
Proeiro Restaurante,4.8,37 comentários,"R. Barão de Aracati, 2706 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60115-082",Restaurante,,restaurante,,,,,-3.7449701,-38.5160944,Joaquim Távora,Joaquim Távora
Restaurante Barãozinho,3.5,2 comentários,"R. Barão do Rio Branco, 1469 - José Bonifacio, Fortaleza - CE, 60025-061",Restaurante brasileiro,,restaurante,,,,,,,José Bonifacio,
Restaurante O Assis,,,"R. Rufino de Alencar, 272 - Centro, Fortaleza - CE, 60060-145",,,restaurante,,,,,-3.7242669,-38.5212876,Centro,
Juliana's Restaurante,5.0,Um comentário,"R. Sena Madureira, 914 - Centro, Fortaleza - CE, 60055-080",Restaurante self-service,,restaurante,,,,,,,Centro,
Restaurante almoço,,,"Rua Perboyre e Silva, 130 - Centro, Fortaleza - CE, 60030-200",,,restaurante,,,,,-3.7289236,-38.5269172,Centro,
Bar e Restaurante Euguimas,,,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-011",,,restaurante,,,,,-3.7313088,-38.5272305,Centro,
Restaurante Águas Bellas,,,"Centro, Fortaleza - CE, 60060-090",,,restaurante,,,,,-3.7281287,-38.527412,Centro,
Mjs bisqui,,,"Centro, Fortaleza - CE, 60050-040",,,restaurante,,,,,-3.7281287,-38.527412,Centro,
Francilene sousa,,,"Centro, Fortaleza - CE, 60050-040",,,restaurante,,,,,-3.7281287,-38.527412,Centro,
Indie Bistrô & Arte,4.5,110 comentários,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,,restaurante,,,,,-3.746249,-38.5160525,Joaquim Távora,Joaquim Távora
Restaurante,5.0,Um comentário,"R. Ímpar, 118 - Álvaro Weyne, Fortaleza - CE, 60335-540",Restaurante sérvio,,restaurante,,,,,,,Álvaro Weyne,
Padaria Romana (Centro),4.2,865 comentários,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,15 min,restaurante,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7332593,-38.5259202,Centro,
Bolo,,,"Santa rosa - Santa Rosa, Fortaleza - CE, 60703-105",,,restaurante,,,,,,,Santa Rosa,
Restaurante,3.0,Um comentário,"R. Gama, 170 - Vila Velha, Fortaleza - CE, 60349-330",Restaurante,,restaurante,,,,,,,Vila Velha,
Restaurante,,,"Rua Ministro Antônio Coelho - Vila Velha, Fortaleza - CE, 60347-230",,,restaurante,,,,,-3.7144392,-38.5923341,Vila Velha,
Pastel Quente,4.6,21 comentários,"Av. Duque de Caxias, 235 - Centro, Fortaleza - CE, 60035-111",Pastelaria brasileira,,restaurante,,,,,-3.7332429,-38.5267718,Centro,
Fortaleza,,,,,,restaurante,,,,,34.220389,70.3800314,,
B.LEM,4.4,299 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Edson Queiroz,
Pão de Mel,3.8,752 comentários,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,25 min,padaria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7243785,-38.5093414,Meireles,
Panificadora o Matutinho,4.8,117 comentários,"Rua São, R. São Bernardo do Campo, 241 - Cais do Porto, Fortaleza - CE, 60175-440",$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Cais Do Porto,
Rebeca Panificadora,4.2,37 comentários,"R. Coronel Manuel Jesuíno, 311 - Mucuripe, Fortaleza - CE, 60175-270",Padaria,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7283657,-38.4849417,Mucuripe,
Padaria Narjara,4.4,993 comentários,"R. Padre Anchieta, 1320 - São Gerardo, Fortaleza - CE, 60325-582",$$,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7317005,-38.5523345,São Gerardo,
Padaria Confeitos Vitória,4.1,229 comentários,"Av. Central, 208 - Cidade 2000, Fortaleza - CE, 60190-611",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Cidade 2000,
Portitália Paladaria (Parque Manibura),4.3,1.463 comentários,"Av. Washington Soares, 4040 - Parque Manibura, Fortaleza - CE, 60821-750",$$,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7929854,-38.4807054,Parque Manibura,
Padaria Da Viza,4.4,92 comentários,"R. Miguel Calmom, 407 - Vicente Pinzon, Fortaleza - CE, 60182-160",$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Vicente Pinzon,
Padaria Romana Delicatessen,4.3,3.001 comentários,"Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531",$$,25 min,padaria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7509828,-38.5278569,Fátima,
Padaria Contrigo,1.0,Um comentário,"R. Júlio Ibiapina, 291 - Dionísio Torres, Fortaleza - CE, 60170-220",Padaria,,padaria,,,,,,,Dionísio Torres,
Padaria Globo,4.5,340 comentários,"R. Padre Mororó, 1155 - Centro, Fortaleza - CE, 60015-220",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7248411,-38.5372866,Centro,
Padaria Romana (Aldeota),4.2,502 comentários,"R. Barbosa de Freitas, 1455 - Aldeota, Fortaleza - CE, 60170-020",Padaria,25 min,padaria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7311373,-38.4956226,Aldeota,
Pequena Padaria Caseira,4.8,15 comentários,"edificio lara - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-002",Padaria,,padaria,,,,,,,Joaquim Távora,Joaquim Távora
Molino Padaria Artesanal,4.5,150 comentários,"Rua Torres Câmara, 314 - loja 2 - Aldeota, Fortaleza - CE, 60150-060",Padaria,20 min a 1 h,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Aldeota,
Padaria Família,4.4,26 comentários,"R. Oliveira Filho, 665 - Cais do Porto, Fortaleza - CE, 60181-805",Padaria,,padaria,,,,,-3.7220633,-38.4663142,Cais Do Porto,
F,4.7,16 comentários,"Av. Dioguinho, 4740 - Loja 1 - Praia do Futuro II, Fortaleza - CE, 60183-712",Padaria,,padaria,,,,,,,Praia Do Futuro Ii,
Panificadora Nogueira,4.5,2.763 comentários,"R. Padre Pedro de Alencar, 244 - Messejana, Fortaleza - CE, 60840-280",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Messejana,
Panificadora Macropan (Damas),4.6,48 comentários,"R. Machado de Assis, 654 - Damas, Fortaleza - CE, 60426-000",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7487143,-38.5476262,Damas,
Padaria O Elias,4.3,27 comentários,"Av. Clóvis Matos, 1304 - Vicente Pinzon, Fortaleza - CE, 60183-100",Padaria,,padaria,,,,,-3.7299337,-38.463069,Vicente Pinzon,
Vila do Pão Delicatessen,4.4,669 comentários,"Av. Rogaciano Leite, 450 - Guararapes, Fortaleza - CE, 60810-001",$$,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Guararapes,
Donata Padaria,4.3,824 comentários,"Av. Jovita Feitosa, 2345 - Alagadiço, Fortaleza - CE, 60455-410",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Alagadiço,
Speciale Pães Artesanais,4.7,142 comentários,"R. Fênix, 789 - Luciano Cavalcante, Fortaleza - CE, 60811-000",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7738688,-38.5011521,Luciano Cavalcante,
Pão de Mel,3.8,752 comentários,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,25 min,padaria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7243785,-38.5093414,Meireles,
Pão de Açúcar,4.2,1.278 comentários,"Rua Bárbara de Alencar, 1887 - Loja 1 - Aldeota, Fortaleza - CE, 60140-000",Supermercado,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Aldeota,
Padaria do Zenardo,4.8,13 comentários,"R. Livreiro Gualter, 222 - Vila União, Fortaleza - CE, 60420-130",$,,padaria,,,,,-3.7691435,-38.5338918,Vila União,
Panificadora Holanda,4.2,37 comentários,"R. João Cordeiro, 2994 - Aldeota, Fortaleza - CE, 60110-535",Padaria,,padaria,,,,,,,Aldeota,
Padaria Romana (Centro),4.2,865 comentários,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7332593,-38.5259202,Centro,
Padaria Romana (Centro),4.3,420 comentários,"Av. Tristão Gonçalves, 664 - Centro, Fortaleza - CE, 60015-000",$$,10-45 min,padaria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7275438,-38.533704,Centro,
Panificadora Pão Nosso,4.3,73 comentários,"Rua Padre Antonino, 803 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-480",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7474073,-38.5203587,Joaquim Távora,Joaquim Távora
Padaria e mercadinho Premiato,4.8,37 comentários,"R. Sen. Pompeu, 2610 - Benfica, Fortaleza - CE, 60025-002",Padaria,,padaria,,,,,,,Benfica,
Padaria em Fortaleza Delícias da Marta,4.7,22 comentários,"R. Manuel Moura, 718 - Barra do Ceará, Fortaleza - CE, 60330-780",Padaria,,padaria,,,,,-3.714444,-38.5875475,Barra Do Ceará,
B.LEM Padaria Portuguesa - Fortaleza RioMar,4.3,7 comentários,"R. Des. Lauro Nogueira, nº1500 - Loja 2004 - Papicu, Fortaleza - CE, 60176-065",Doceria,,padaria,,,,,,,Papicu,
B.LEM,4.4,299 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60810-060",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7554302,-38.4887659,Edson Queiroz,
Padaria da Andreia,4.3,6 comentários,"Rua Rui Barbosa, 150 - Vicente Pinzon, Fortaleza - CE, 60181-461",Padaria,,padaria,,,,,,,Vicente Pinzon,
Costa Mendes Delicatessen,4.4,11.204 comentários,"Rua Professor Costa Mendes, 609 - Montese, Fortaleza - CE, 60426-084",$$,15-45 min,padaria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Montese,
Padaria Romana,4.5,216 comentários,"R. Mario Studart, 81 - Jacarecanga, Fortaleza - CE, 60326-060",$$,15 min a 2 h,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Jacarecanga,
Mercearia 25 de março & Padaria,4.9,22 comentários,"R. Vinte e Cinco de Março, 132 - Centro, Fortaleza - CE, 60060-120",Mercado,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Centro,
Padaria La Casa do Pão,4.9,12 comentários,"Av. Rogaciano Leite, 2893 - Jardim Das Oliveiras, Fortaleza - CE, 60821-075",Padaria,,padaria,,,,,-3.7842145,-38.502512,Jardim Das Oliveiras,
Padaria e confeitaria Yeshua,4.7,15 comentários,"R. Fiscal Vieira, 4067 - São João do Tauape, Fortaleza - CE, 60120-170",Padaria,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,São João Do Tauape,
Panificadora GullaBox,4.4,66 comentários,"R. Carlos Gomes, 451 - José Bonifacio, Fortaleza - CE, 60040-230",Padaria,,padaria,,,,,-3.7406519,-38.5301352,José Bonifacio,
Mercadinho e Panificadora Casa do Pão,,,"Av. Antônio Justa, 3959 - Varjota, Fortaleza - CE, 60165-090",,,padaria,,,,,-3.7305378,-38.4860894,Varjota,
Padaria São Sebastião,4.4,42 comentários,"R. Tereza Cristina, 1299 - Otávio Bonfim, Fortaleza - CE, 60015-141",$,,padaria,,,,,,,Otávio Bonfim,
Padaria Novo Mundo,4.5,4 comentários,"Av. Álvaro Correia - Mucuripe, Fortaleza - CE, 60165-230",Padaria,,padaria,,,,,-3.7289085,-38.4844295,Mucuripe,
Panificadora Santa Luzia,4.0,290 comentários,"R. João Cordeiro, 766 - Praia de Iracema, Fortaleza - CE, 60110-300",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Praia De Iracema,
Pão de Mel,3.8,752 comentários,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,25 min,padaria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7243785,-38.5093414,Meireles,
Pão de Açúcar - Cocó,4.2,1.007 comentários,"Shopping Casa Blanca Mall, Av. Eng. Santana Jr., 2277 - Cocó, Fortaleza - CE, 60175-650",Supermercado,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Cocó,
Empório Do Pão (Beni de Carvalho) (Cometa),3.4,5 comentários,"R. Beni Carvalho, 627 - Aldeota, Fortaleza - CE, 60135-400",Padaria,,padaria,,,,,-3.7449068,-38.4984434,Aldeota,
Panebox Gourmet (Fátima),4.3,1.192 comentários,"Rua Monsenhor Otávio de Castro, 582 - Fátima, Fortaleza - CE, 60050-150",$$,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7476816,-38.5271002,Fátima,
Padaria San Remo (José Bonifácio),4.3,1.205 comentários,"R. Barão de Aratanha, 551 - José Bonifacio, Fortaleza - CE, 60050-070",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7352199,-38.52715,José Bonifacio,
Pão de Mel,3.8,752 comentários,"Av. Monsenhor Tabosa, 1108 - Meireles, Fortaleza - CE, 60165-068",Padaria,25 min,padaria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7243785,-38.5093414,Meireles,
Delicias do Trigo Padaria (Farias Brito),3.9,84 comentários,"R. Rúbia Sampaio, 1155 - loja 5 - Farias Brito, Fortaleza - CE, 60360-820",Padaria,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Farias Brito,
Padaria e confeitaria o Elias,5.0,6 comentários,"R. Caravelas - Vicente Pinzon, Fortaleza - CE, 60181-740",Padaria,,padaria,,,,,-3.728422,-38.4665804,Vicente Pinzon,
Alice Padaria,4.1,1.336 comentários,"Av. Castelo de Castro, 53 - Conjunto São Cristóvão, Fortaleza - CE, 60866-681",$$,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Conjunto São Cristóvão,
Costa Mendes (Vila União),4.4,1.153 comentários,"R. Raul Cabral, 140 - Vila União, Fortaleza - CE, 60410-672",$$,20 min,padaria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7702274,-38.5405668,Vila União,
Panificadora Nossa Senhora Da Guia,4.4,557 comentários,"Av. Carneiro de Mendonça, 1151 - Demócrito Rocha, Fortaleza - CE, 60440-160",Padaria,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7629754,-38.5694046,Demócrito Rocha,
Padaria Pão do Chefe,4.3,7 comentários,"Rua Professor Álvaro Costa, 1210 - Vicente Pinzon, Fortaleza - CE, 60182-012",Padaria,,padaria,,,,,,,Vicente Pinzon,
Panificadora Trigo Doce,4.2,113 comentários,"Rua Marechal Deodoro, 67 - Benfica, Fortaleza - CE, 60020-060",$$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7365082,-38.5334328,Benfica,
Padaria e Confeitaria Pão Caseiro,4.4,70 comentários,"Av. Independência, 2185 - Quintino Cunha, Fortaleza - CE, 60345-530",Padaria,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Quintino Cunha,
PANIFICADORA TOP PÃO,4.4,115 comentários,"R. 327, 25 - Conj. Ceará II, Fortaleza - CE, 60530-690",$,10 min,padaria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Conj. Ceará Ii,
Panificadora,,,"Av. Zezé Diogo, 112 - Cais do Porto, Fortaleza - CE, 60180-005",,,padaria,,,,,-3.7085735,-38.4711399,Cais Do Porto,
Padaria Helloysa,4.0,4 comentários,"R. Audízio Mosca de Carvalho - Manuel Dias Branco, Fortaleza - CE, 60191-520",Padaria,15 min,padaria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Manuel Dias Branco,
Padaria o bolinha,5.0,2 comentários,"R. Castro Monte, 11 - Varjota, Fortaleza - CE, 60175-230",Padaria,,padaria,,,,,-3.7320865,-38.4860937,Varjota,
Padaria Vitoria,,,"Av. Central, 215 - Cidade 2000, Fortaleza - CE, 60190-611",,,padaria,,,,,-3.7498157,-38.4718429,Cidade 2000,
Padaria monte carmelo,4.8,9 comentários,"R. Floriano Peixoto, 916 - Centro, Fortaleza - CE, 60025-130",Padaria,30 min,padaria,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7303684,-38.5283149,Centro,
Padaria delicias de pães,,,"R. Lima Barreto, 18 - Vicente Pinzon, Fortaleza - CE, 60184-230",,,padaria,,,,,-3.7265743,-38.4698012,Vicente Pinzon,
